,source_collider_name,target_collider_name,ColliderBoundsCenter.x,ColliderBoundsCenter.y,ColliderBoundsCenter.z,transformed_collidercenter_x,transformed_collidercenter_y
240,TaskBuilding_6,TaskBuilding_6,-166.9574432373047,9.406719207763672,137.21171569824222,1358.4191837900155,2614.826301736045
241,TaskBuilding_7,TaskBuilding_7,-193.1992492675781,6.050422191619872,-174.9850311279297,1252.7658707870187,1326.0125624933562
242,TaskBuilding_8,TaskBuilding_8,-310.80328369140625,3.3110134601593018,-93.5620574951172,765.4463113356092,1662.0774442810216
243,TaskBuilding_9,TaskBuilding_9,376.39068603515625,4.525108814239502,123.43377685546876,3597.286037902615,2553.0061387037704
244,Windmill-TaskBuilding_10_1,Windmill-TaskBuilding_10_1,299.42376708984375,12.84550666809082,190.60150146484372,3281.333981347783,2830.53259967892
245,building01_LOD0,Building_157,-20.11000061035156,8.395151138305664,74.70999908447266,1965.6347896460072,2355.3705052324285
246,building01_LOD1,Building_157,-20.11000061035156,8.395151138305664,74.70999908447266,1965.6347896460072,2355.3705052324285
247,building02_LOD0,Building_171,-157.22000122070312,11.872751235961914,46.88000106811523,1399.4794267967116,2241.4190859378778
248,church,Church-TaskBuilding_16,280.18487548828125,19.870624542236328,-90.92623138427734,3202.0086242737552,1671.5253217120526
249,crane_1,crane_1,-101.11407216389973,19.279706319173176,-24.5292911529541,1631.8823454558094,1946.3055106454003
250,crane_2,crane_2,-317.30506896972656,25.279850006103516,-164.52975463867188,739.3804488762412,1369.1388258626084
251,Building_191,Building_191,-363.5513610839844,3.1371593475341797,151.42752075195312,543.7251216376827,2675.5465760201946
252,Church-TaskBuilding_16,Church-TaskBuilding_16,280.18487548828125,19.870624542236328,-90.92623138427734,3202.0086242737552,1671.5253217120526
253,Building_combined_115_116,Building_combined_115_116,181.19700622558594,2.8868404626846313,-47.746999740600586,2795.310637919968,1849.466877351947
